date,hour,value,weekday,working_day
2014/05/01,4,102.58,3,0
2014/05/01,5,102.61,3,0
2014/05/01,6,102.23,3,0
2014/05/01,7,101.37,3,0
2014/05/01,8,96.73,3,0
2014/05/01,9,97.69,3,0
2014/05/01,10,96.99,3,0
2014/05/01,11,96.32,3,0
2014/05/01,12,96.13,3,0
2014/05/01,13,96.18,3,0
2014/05/01,14,94.69,3,0
2014/05/01,15,93.23,3,0
2014/05/01,16,88.35,3,0
2014/05/01,17,85.72,3,0
2014/05/01,18,87.28,3,0
2014/05/01,19,91.28,3,0
2014/05/01,20,95.82,3,0
2014/05/01,21,99.52,3,0
2014/05/01,22,98.75,3,0
2014/05/01,23,94.74,3,0
2014/05/02,0,90.1,4,1
2014/05/02,1,89.29,4,1
2014/05/02,2,89.82,4,1
2014/05/02,3,89.8,4,1
2014/05/02,4,87.26,4,1
2014/05/02,5,89.51,4,1
2014/05/02,6,95.59,4,1
2014/05/02,7,99.1,4,1
2014/05/02,8,100.04,4,1
2014/05/02,9,98.75,4,1
2014/05/02,10,97.67,4,1
2014/05/02,11,96.25,4,1
2014/05/02,12,94.78,4,1
2014/05/02,13,94.47,4,1
2014/05/02,14,91.2,4,1
2014/05/02,15,88.35,4,1
2014/05/02,16,87.23,4,1
2014/05/02,17,87.99,4,1
2014/05/02,18,87.73,4,1
2014/05/02,19,85.68,4,1
2014/05/02,20,92.29,4,1
2014/05/02,21,101.24,4,1
2014/05/02,22,92.98,4,1
2014/05/02,23,86.73,4,1
2014/05/03,0,96.48,5,1
2014/05/03,1,98.25,5,1
2014/05/03,2,94.38,5,1
2014/05/03,3,92.51,5,1
2014/05/03,4,88.86,5,1
2014/05/03,5,90.33,5,1
2014/05/03,6,93.49,5,1
2014/05/03,7,93.99,5,1
2014/05/03,8,91.15,5,1
2014/05/03,9,89.66,5,1
2014/05/03,10,90.49,5,1
2014/05/03,11,89.89,5,1
2014/05/03,12,90.78,5,1
2014/05/03,13,94.22,5,1
2014/05/03,14,94.12,5,1
2014/05/03,15,92.95,5,1
2014/05/03,16,91.38,5,1
2014/05/03,17,91.69,5,1
2014/05/03,18,92.87,5,1
2014/05/03,19,95.28,5,1
2014/05/03,20,101.08,5,1
2014/05/03,21,107.17,5,1
2014/05/03,22,105.49,5,1
2014/05/03,23,102.82,5,1
2014/05/04,0,103.42,6,1
2014/05/04,1,103.78,6,1
2014/05/04,2,98.46,6,1
2014/05/04,3,98.62,6,1
2014/05/04,4,98.78,6,1
2014/05/04,5,99.0,6,1
2014/05/04,6,99.49,6,1
2014/05/04,7,101.37,6,1
2014/05/04,8,99.74,6,1
2014/05/04,9,101.59,6,1
2014/05/04,10,103.01,6,1
2014/05/04,11,103.29,6,1
2014/05/04,12,104.21,6,1
2014/05/04,13,105.17,6,1
2014/05/04,14,105.28,6,1
2014/05/04,15,103.69,6,1
2014/05/04,16,103.38,6,1
2014/05/04,17,105.06,6,1
2014/05/04,18,106.86,6,1
2014/05/04,19,106.8,6,1
2014/05/04,20,111.75,6,1
2014/05/04,21,134.27,6,1
2014/05/04,22,146.03,6,1
2014/05/04,23,114.73,6,1
2014/05/05,0,115.74,0,1
2014/05/05,1,114.12,0,1
